ID,DetoQ(J/g),SMILES
KAGDEB,1825,CN/C(=C(/c1ccccc1)\[N+](=O)[O-])/c1ccccc1
KAHHUY,5391,[O-][N+](=O)c1c(N)[nH]nc1[N+](=O)[O-]
KAHSAP,2287,O=C(c1ccccn1)Nc1ccc(cc1)[N+](=O)[O-]
KAJFAD,3686,[O-][N+](=O)C1=C/C(=[NH+]\CC)/[N+](=O)C=C1
KAKNEP,1499,CCc1ccc(nc1)C[C@@H](c1ccc(cc1)[N+](=O)[O-])O
KAPCAF,1854,[O-][N+](=O)c1ccc2c(c1)c(C)c([nH]2)C
KARJOC,2181,[O-][N+](=O)c1ccc2c(c1)C(=NCN2)c1ccccc1
KASBAH,3790,N#CN([N+](=O)[O-])Cc1ccccc1
KASBEL,5480,N#CN([N+](=O)[O-])CCCCN([N+](=O)[O-])C#N
KATCIS,2588,O=C(c1ccc(cc1)[N+](=O)[O-])CCn1ncnc1
KATGAO,2523,O=C(c1ccccc1)N/N=C/c1cc(ccc1O)[N+](=O)[O-]
KATNID,2057,Cc1ccc(cc1)/N=C/c1cccc(c1)[N+](=O)[O-]
KAVFUI01,5959,[O-][N+](=O)n1cnc(c1)[N+](=O)[O-]
KAWQAD,2269,COc1ccc(cc1)n1c(C=O)cc(c1c1ccc(cc1)[N+](=O)[O-])C=O
KAWTOR,2549,OCc1cccc(c1)N(Cc1cccc(c1)[N+](=O)[O-])O
KAXLOK,1991,COC[C@@H]1CCCN1/C=C(/[N+](=O)[O-])\C
KAXLOL,5049,[O-][N+](=O)c1cc(C)c(c(c1C)[N+](=O)[O-])[N+](=O)[O-]
KAYTUZ,2141,NCCNc1ccc(cc1)[N+](=O)[O-]
KAYVAH,4469,[O-][N+](=O)c1cc(ccc1n1cccn1)[N+](=O)[O-]
KECTAN,3720,COC(=O)[C@@H]([C@H](C(=O)OC)O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KEDWUO,2157,[O-][N+](=O)c1cc(C(=O)O)c(cc1C(=O)O)N
KEFJUD,1991,O=C(c1ccccc1)Nc1ccc(cc1C1=NCCO1)[N+](=O)[O-]
KEFLEM06,2046,Nc1ccc(cc1)c1ccc(cc1)[N+](=O)[O-]
KEFTIY,4996,[O-][N+](=O)O[C@H]1[C@H]([N+](=O)[O-])C(=C[C@@H]([C@@]1(C)[N+](=O)[O-])[N+](=O)[O-])C(C)C
KEFYOK,2489,[O-][N+](=O)c1cccc(c1N)C
KEJGIP,4185,CCOC(=O)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KEMREZ,3314,O=C(c1ccc(cc1)[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-]
KEMTIF,5505,[O-][N+](=O)N1CN(CC2(C1)CN(CN(C2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KENCEM,1631,CC(=O)NCCc1c[nH]c2c1c(ccc2)[N+](=O)[O-]
KENFUH,6177,[O-][N+](=O)c1nc(n(n1)C([N+](=O)[O-])[N+](=O)[O-])c1nc(nn1C([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KEPDUF,2706,[O-][N+](=O)/N=C/1\NCCN1Cc1noc(c1)c1ccccc1
KEPFAN,2409,Cc1ccc(cc1)c1onc(c1)CN1CCN/C/1=N\[N+](=O)[O-]
KEPFER,2657,COc1ccccc1c1onc(c1)CN1CCN/C/1=N\[N+](=O)[O-]
KEPVIK,3457,[O-][N+](=O)c1c(cc2c3c1c1ccccc1c3ccc2)[N+](=O)[O-]
KEQXOV,2673,CCN(C(=C([N+](=O)[O-])[N+](=O)[O-])N(CC)CC)CC
KETYEO,3697,O=c1cc(C)c2c(o1)cc(c(c2[N+](=O)[O-])O)[N+](=O)[O-]
KEZMEK,2013,Cc1ncc(n1C)c1ccc(cc1)[N+](=O)[O-]
KIBGIO,2399,O=[N+]1C=C(C=C/C/1=[NH+]\C(=O)NC(C)(C)C)[N+](=O)[O-]
KIBGOU,1427,O=C(NC(C)(C)C)Nc1ccc(cn1)[N+](=O)[O-]
KIBMIU,5627,[O-][N+](=O)C(/C(=N/c1nnnn1C)/N)([N+](=O)[O-])[N+](=O)[O-]
KIBSAS01,5473,Nc1onc(n1)c1nonc1[N+](=O)[O-]
KIKKIZ,2393,O=C1N[C@H]([C@H]1Oc1ccccc1)c1ccc(cc1)[N+](=O)[O-]
KIKNEY,3360,NNc1n(C)nc(c1[N+](=O)[O-])C
KIMQEF,2194,[O-][N+](=O)c1ccc(nc1)Nc1cccc2c1nccc2
KIRCAP,5261,COC(=O)[C@H]1ON2O[C@H]1c1cc(cc(c1C2([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KIRHIC,2551,C#CCCCc1ncc(cn1)c1ccc(cc1)[N+](=O)[O-]
KIRHOI,4192,N#CC(c1ncc(cn1)[N+](=O)[O-])(C#N)CCC#C
KIWLAG,2687,COC(=O)Nc1ccc(cc1[N+](=O)[O-])OC
KIZCUT,4262,[O-][N+](=O)NC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
KOBQOH,2632,CC(C[C@H](C(=O)O)NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C
KOBXOO,3879,[O-][N+](=O)c1c(N)[nH][nH]c1=O
KODHUG,3819,OC(=O)/C=C/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
KODJAO,3872,OC(=O)/C=C/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
KOFDUF,3542,OCCNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
KOFKAR,5249,[O-][N+](=O)N1CCCN(C1)[N+](=O)[O-]
KOFKEV,4680,[O-][N+](=O)N1CCCCN(C1)[N+](=O)[O-]
KOFKIZ,5688,O=NN1CN(CCN(C1)[N+](=O)[O-])[N+](=O)[O-]
KOFKUM,3522,[O-][N+](=O)c1ccc(cc1)/C=C\c1cccc(c1)[N+](=O)[O-]
KOHPAY,1591,O=C1CC(C)(C)CC(=O)C1=CNc1ccc(cc1)[N+](=O)[O-]
KOKCOC,3789,[O-][N+](=O)c1cc(cc(c1Oc1ccc2c3c1C(=O)C=Cc3ccc2)[N+](=O)[O-])[N+](=O)[O-]
KOLVIS,2731,NC(=O)NNC(=O)c1ccc(cc1)[N+](=O)[O-]
KOMHAV,4126,[O-][N+](=O)c1c[nH]cn1
KOTSIV,2897,COc1cc(ccc1N)[N+](=O)[O-]
KOVGIL,4248,CN(C(=C([N+](=O)[O-])[N+](=O)[O-])N(C)C)C
KOVGUX,3405,[O-][N+](=O)C(=C(Nc1ccccc1)Nc1ccccc1)[N+](=O)[O-]
KOVHAE,4972,[O-][N+](=O)C(=C1NCCN1)[N+](=O)[O-]
KOVHIM,4231,[O-][N+](=O)C(=C1NCCCCN1)[N+](=O)[O-]
KOWRUJ,5267,[O-][N+](=O)[C@@H]1C=C[C@@H](c2c1cccc2)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
KUBPAY,6636,[O-][N+](=O)N1CCN=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
KUBPIG,6094,[O-][N+](=O)N1CCNC1=C([N+](=O)[O-])[N+](=O)[O-]
KUBPOM,5875,[O-][N+](=O)N1CCCNC1=C([N+](=O)[O-])[N+](=O)[O-]
KUBPUS,5418,[O-][N+](=O)N1CCCCNC1=C([N+](=O)[O-])[N+](=O)[O-]
KUFLUU01,2433,COc1cccc(c1O)/C=N/c1cccc(c1)[N+](=O)[O-]
KUGSEM,1820,[O-][N+](=O)c1cccc(c1)c1cc2c(n1c1ccccn1)cccc2
KUGYAM,4207,[O-][N+](=O)N1CN(CN([C@@H]2[C@H]1N(CN2C(=O)C)C(=O)C)[N+](=O)[O-])[N+](=O)[O-]
KUHCEW,2172,Cc1ccc(cc1)/N=C/c1ccccc1[N+](=O)[O-]
KUHKAB,2859,N#CC([C@@H]1C(=C(NC)Oc2c1cccc2)[N+](=O)[O-])C#N
KUHKEF,2122,CCOC(=O)[C@@H]([C@@H]1C(=C(NC)Oc2c1cccc2)[N+](=O)[O-])C#N
KUHVUE,3963,COC(=O)/C(=[N+]\1/N=[n+]2c(=C1C)cccc2)/C=C([N+](=O)[O-])[N+](=O)[O-]
KUNLAG,1405,O=C(Nc1cc(C)cc(n1)C)Cc1cccc(c1)[N+](=O)[O-]
KUPCIJ,5742,[O-][N+](=O)NC(=O)OCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
KUTKOA,2021,[O-][N+](=O)/N=C/1\NCN(CN1C)Cc1ccccc1
KUWGOZ,1742,CC(n1nccc1c1ccc(cc1)[N+](=O)[O-])(C)C
KUZBAJ,1934,CCOC(=O)/C(=C/c1cc(ccc1N1CCCC1)[N+](=O)[O-])/C#N
KUZJUL,2891,[O-][N+](=O)c1cccc(c1)/C=N/c1onc(c1C)C
KUZVUX02,2268,[O-][N+](=O)c1cn(c(n1)C)CC(=O)OCC
LABJON01,3297,O=C1NC(=O)N(C1)/N=C/c1ccc(o1)[N+](=O)[O-]
LABLOP,2099,Cn1cnc(c1NCc1ccccc1)[N+](=O)[O-]
LACLAC,3802,[O-][N+](=O)c1cc(C(=O)N)c(c(c1)[N+](=O)[O-])C
LAGGAE,2507,Oc1ccccc1/C=N/c1ccc(cc1)[N+](=O)[O-]
LAGVEU,3714,CC(=O)O[C@H]1N([N+](=O)[O-])c2ccccc2C(=O)N1[N+](=O)[O-]
LAGZUR,2242,O=C(C(C)C)NC1=C([N+](=O)[O-])C(=O)c2c(C1=O)cccc2
LAHCEC,2555,OC(=O)CNc1ccc(cc1)[N+](=O)[O-]
LAJFAF,1981,COCCNC(=O)Nc1ccc(cc1)[N+](=O)[O-]
LALQIZ,2514,CC(=O)C(=NNc1c(C)cccc1[N+](=O)[O-])C(=O)C
LANFIR,2336,Oc1ccc(c(c1)/C=N/NC(=O)c1cccc(c1O)C)[N+](=O)[O-]
LANHIR,1786,[O-][N+](=O)c1ccc(cc1)/C=C/c1cc2c(n1C)cccc2
LANLOC,3423,CC(OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C
LANTIF,3105,C/C(=N\N=C(\c1cccc(c1)[N+](=O)[O-])/C)/c1cccc(c1)[N+](=O)[O-]
LANWUU,3579,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C/c1cccc(c1)[N+](=O)[O-]
LAPCUC,3581,O=C(c1cccc(c1)[N+](=O)[O-])N/N=C/c1cccc(c1)[N+](=O)[O-]
LAPVAC,4779,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1cnnn1
LAPVEG,4851,COc1c(cc(cc1[N+](=O)[O-])n1cnnn1)[N+](=O)[O-]
LAPVIK,4685,[O-][N+](=O)c1cc(cc(c1N)[N+](=O)[O-])n1cnnn1
LAPVOQ,3551,Cc1ccc(cc1n1cnnn1)[N+](=O)[O-]
LAPVUW,5506,[O-][N+](=O)Nc1c(cc(cc1[N+](=O)[O-])n1cnnn1)[N+](=O)[O-]
LAPWAD,5496,N#[N+]/N=C/1\C(=C/C(=[N+]/2\C=NN=N2)/C=C1[N+](=O)[O-])[N+](=O)[O-]
LAPWEH,4779,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1n1cnnn1)C
LAPWIL,4735,[O-][N+](=O)c1cc(cc(c1C)[N+](=O)[O-])n1cnnn1
LAPWOR,5653,[O-][N+](=O)c1cc(cc(c1[N+](=O)[O-])[N+](=O)[O-])n1cnnn1
LAPWUX,4844,COc1cc(n2cnnn2)c(cc1[N+](=O)[O-])[N+](=O)[O-]
LAPYUY,1829,O=C(Nc1ccc(cc1[N+](=O)[O-])C)CCC(=O)O
LAQKIZ,3722,C[C@@H]([C@H](c1ccc(cc1)[N+](=O)[O-])O)[N+](=O)[O-]
LATWOS,4437,O=C(c1c2nonc2c(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)c1ccccc1
LEBGEE,4013,CC(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
LECVAQ,3774,[O-][N+](=O)c1cc(cc2c1N(N=C(O2)c1ccco1)C(=O)c1ccco1)[N+](=O)[O-]
LEDYOK,2475,COC(=O)CNC(=O)c1ccc(c(c1)[N+](=O)[O-])OC
LEFCEG,4346,C/C(=C\c1ccccc1[N+](=O)[O-])/[N+](=O)[O-]
LEFHAH,3200,COc1c(C(=O)N[C@H](C(=O)OC)C)c(OC)c(cc1[N+](=O)[O-])[N+](=O)[O-]
LEFRAP,5805,[O-][N+](=O)C1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-]
LEFRET,4460,OC(=O)CCC1(CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
LEFZED,2070,CC(=O)Nc1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-]
LEHNIW,2854,[O-][N+](=O)c1c[nH]c(=O)n(c1=O)C
LEJKOA,4847,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2C[C@H]3[C@H]4[C@@H]2[C@H]2[C@@H]1C[C@H]([C@@H]42)C3([N+](=O)[O-])[N+](=O)[O-]
LEKHUE,2658,[O-][N+](=O)c1nc([nH]c1C)C
LEKLOC,1931,O=Cc1ccccc1CCNc1ccccc1[N+](=O)[O-]
LEMSAA,2201,COc1c(OC)cccc1C(=O)Nc1ccc(cc1)[N+](=O)[O-]
LEQTAC,3181,Oc1ccc(cc1)C(=O)N/N=C/c1ccc(o1)[N+](=O)[O-]
LESLIG,2008,COC(=O)c1cc(NC(=O)c2ccc(cc2)[N+](=O)[O-])c(cc1O)O
LEVKEE,2887,CC([C@@H]([N+](=O)[O-])Cc1ccccc1)([N+](=O)[O-])C
LEVNUW,2162,[O-][N+](=O)c1ccc(cc1)NCc1ccncc1
LEWGEA,2417,CCN1C(=O)c2c(C1=O)cc(cc2)[N+](=O)[O-]
LEWJUS,3673,[O-][N+](=O)C[C@]1(O)C(=O)c2cc(ccc2c2c1cc(cc2)[N+](=O)[O-])[N+](=O)[O-]
LEXYUK,2054,CCOC(=O)c1oc2c(c1N1C(=O)CCC1=O)cc(cc2)[N+](=O)[O-]
LEZNUZ,3678,O=C1ON=C(/C/1=N/Nc1ccc(cc1)[N+](=O)[O-])C
LEZPEL,2444,CC1=NN(C(=O)/C/1=N\Nc1ccc(cc1)[N+](=O)[O-])c1ccccc1
LIBMUF,2228,COc1ccc(c(c1)O)/C(=N/NC(=O)c1ccc(cc1)[N+](=O)[O-])/C
LIBXEZ,2584,[O-][N+](=O)c1ccc2c(c1)cn(n2)c1ccccc1
LIHWEF,2066,O=C1O[C@H]2CCC[C@@H]2C(=O)N1c1ccc(cc1)[N+](=O)[O-]
LIJKEV,2765,[O-][N+](=O)c1cn(c(n1)C)c1cccnc1
LIJQEB,2209,N#C/C(=C\c1c[nH]c2c1cccc2)/c1ccc(cc1)[N+](=O)[O-]
LILJUL,3671,[O-][N+](=O)c1cc(ccc1/C=C/c1ccc2c(c1)OCO2)[N+](=O)[O-]
LINHUL,3222,[O-][N+](=O)[C@]12C[C@H]3C[C@@]2(C[C@@H](C1)C3)[N+](=O)[O-]
LINJAT,4323,[O-][N+](=O)[C@@H]1[C@@H]2C[C@@]3(C[C@H]1C[C@@]3(C2)[N+](=O)[O-])[N+](=O)[O-]
LINVUZ,3468,COc1ccc(cc1)/C=C(/[N+](=O)[O-])\C#N
LIPRIO,3020,Cc1ccc(cc1)/[NH+]=C/1\C=CC(=C[N+]1=O)[N+](=O)[O-]
LIPVEN,2059,[O-][N+](=O)c1cccc(c1)/C=C/c1ccc2c(n1)c(O)ccc2
LIQDEW,2351,[O-][N+](=O)c1cnc(nc1)NCc1ccccc1
LIQKEC,3079,O=C(c1n[nH]cn1)N/N=C/c1cccc(c1)[N+](=O)[O-]
LIVWET02,2160,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1
LIXWAS,2556,COc1ccc(cc1)/C=N/Nc1ccccc1[N+](=O)[O-]
LOBWIJ,2446,ON1C(=O)c2cc(ccc2CC1(C)C)[N+](=O)[O-]
LOFCEQ,3117,[O-][N+](=O)c1ccc2c(c1)n(nc2)CCn1ncc2c1cc(cc2)[N+](=O)[O-]
LOFSII,2572,O=C1/C(=C/Nc2ccc(cc2)[N+](=O)[O-])/C=CC=C1O
LOFSUV,2359,CCN1C(=O)/C(=N\Nc2ccccc2[N+](=O)[O-])/C(=C(C1=O)C#N)C
LOHGOE,2081,[O-][N+](=O)c1ccc2c3c1cccc3c(=O)n(c2=O)c1ccccc1
LOJBAN,1849,CCCNc1ccc(cc1)[N+](=O)[O-]
LOJBER,1525,CCCCNc1ccc(cc1)[N+](=O)[O-]
LOJBIV,1236,CCCCCNc1ccc(cc1)[N+](=O)[O-]
LOJKAX,3375,N#Cc1cccc(c1C)[N+](=O)[O-]
LOLFAT,5988,[O-][N+](=O)OC1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-]
LOLFEX,4990,OC1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-]
LOLGAV01,2673,[O-][N+](=O)c1ccccc1n1nnc(c1)c1ccccc1
LOLGUP,2609,[O-][N+](=O)c1cccc(c1)n1nnc(c1)c1ccccc1
LOLHOK,2608,[O-][N+](=O)c1ccc(cc1)n1nnc(c1)c1ccccc1
LOLJAX02,5211,O=C(C(=O)N1CC(C1)([N+](=O)[O-])[N+](=O)[O-])N1CC(C1)([N+](=O)[O-])[N+](=O)[O-]
LONSAK,2346,O=C1CCC(=O)N1C(=O)c1ccc(cc1)[N+](=O)[O-]
LORJAD,2971,CCOC(=O)/C(=C/N/N=C\1/N(C)C(=O)N(C(=O)/C1=N\O)C)/[N+](=O)[O-]
LORNAI,2889,N#CCc1cccc(c1C)[N+](=O)[O-]
LOZZEH,2573,CN([N+](=O)[O-])CN1C(=O)c2c(C1=O)cccc2
LOZZIL,5828,[O-][N+](=O)NCN([N+](=O)[O-])C
LUDFAR,4633,O=C/C=C/O/C=C/c1noc(c1)[N+](=O)[O-]
LUDGAS,1948,CN(c1ccc(cc1)C(=O)c1ccc(cc1)[N+](=O)[O-])C
LUFXIV,1567,CCCCCCc1nnn(c1)c1ccc(cc1)[N+](=O)[O-]
LUHPAF,3811,[O-][N+](=O)N1CCNC1=O
LULYEW,2189,O=C1C=CC(=C/C/1=C/NCc1ccccc1)[N+](=O)[O-]
LUTXAB,2390,CNC1=C(C=C2[C@@H](N1C)Oc1c(C2=O)cccc1)[N+](=O)[O-]
MABPAJ,2004,O=C1N[C@@H](Nc2c1cccc2)c1ccc(cc1)[N+](=O)[O-]
MABZNA02,1870,CN(c1ccc(cc1)/C=N/c1ccc(cc1)[N+](=O)[O-])C
MACINA10,2389,OC(=O)/C=C/c1ccc(c(c1)[N+](=O)[O-])N(C)C
MADKOT,2460,O[C@@H]([C@H]([N+](=O)[O-])C)c1ccncc1
MADKUZ,2050,O[C@H](C([N+](=O)[O-])(C)C)c1ccncc1
MAJTIB,2676,O=C1NC(=O)c2c1cc(cc2)[N+](=O)[O-]
MAMGEM,3758,[O-][N+](=O)C(=C(c1ccccc1)c1ccccc1)[N+](=O)[O-]
MANXUW,1755,[O-][N+](=O)c1cc2O[C@@H](CNc2cc1)OCCCC
MAPFOZ,2397,COc1ccc(c(c1)/C=N/c1ccc(cc1)[N+](=O)[O-])O
MAPFUF,2115,CCOc1cccc(c1O)/C=N/c1ccc(cc1)[N+](=O)[O-]
MAPPUQ,3158,CC(=O)O[C@H]1NC(=C([N+](=O)[O-])[N+](=O)[O-])N[C@@H]1OC(=O)C
MATCUF,1844,O=c1nc(N(c2ccc(cc2)[N+](=O)[O-])C)n(c(=O)n1C)C
MATDEQ,1828,O=c1n(C)c(=Nc2ccc(cc2)[N+](=O)[O-])n(c(=O)n1C)C
MAYKAB,2154,C#CCN1[C@@H](C[N+](=O)[O-])[C@H]2[C@@H]([C@H]1[C@@H](O)C)OC(O2)(C)C
MAYKEF,1409,O[C@@H]1CN2C[C@@H]([C@@H]([C@H]2[C@H]2[C@@H]1OC(O2)(C)C)[N+](=O)[O-])C
MAYKIJ,2060,O[C@@H]1CN2C[C@H]3[C@@]([C@H]2[C@H]2[C@@H]1OC(O2)(C)C)(C3)[N+](=O)[O-]
MAYKOP,1391,O[C@@H]1CN2C[C@H]([C@H]([C@@H]2[C@@H]2[C@H]1OC(O2)(C)C)[N+](=O)[O-])C
MAYKUV,1786,C[C@@H]([C@@H]1[C@H]2OC(O[C@H]2[C@H]2N1C[C@H]1[C@@]2(C1)[N+](=O)[O-])(C)C)O
MAZXEQ,3000,O=C1[C@H]2C[C@@H](c3c1cc(cc3)[N+](=O)[O-])C(=O)c1c2ccc(c1)[N+](=O)[O-]
MAZZOD,2069,O=C(Nc1cccc(c1)[N+](=O)[O-])CCC(=O)O
MEDNEQ,3917,[O-][N+](=O)c1cc2n3c(n[nH]c3=O)COc2c(c1)[N+](=O)[O-]
MEDNIU,3186,[O-][N+](=O)c1cc2n3c(COc2c(c1)[N+](=O)[O-])nn(c3=O)/C(=C(/O)\C)/C(=O)C
MEGMIV,1720,O[C@H]1CCN(C1)/C(=N/C(=O)OCc1ccc(cc1)[N+](=O)[O-])/C
MEKRAV,1769,O=C1NC(=C([C@@H](C1)c1cccc(c1)[N+](=O)[O-])C(=O)C)C
MEMDIS,3333,[O-][N+](=O)c1ccc(cc1)C1=CO[C@@H]2O[C@H]1OC=C2c1ccc(cc1)[N+](=O)[O-]
MENBEN,2523,[O-][N+](=O)c1ccccc1/C=N/c1ccccc1
MENFXN,6774,[O-][N+](=O)C1=C(C)[N+](=O)O[N-]1
MENOIM,3373,[O-][N+](=O)c1c[nH]c(n1)C
MENPND10,3551,COC(=O)C(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)OC
MENPPO,2078,O=C1C[C@@H](C(=O)N1C)c1ccccc1[N+](=O)[O-]
MEPFOD,1493,CCN(CCN/C=C\1/C=C(C=CC1=O)[N+](=O)[O-])CC
MEPQAA,3282,[O-][N+](=O)c1ccc(c2c1non2)NCCc1ccccn1
MEQVIO,1663,CCc1ccc(nc1)CCOc1ccc(cc1)[N+](=O)[O-]
MERMEE,5744,N#[N+][N-]C1=C([N+](=O)[O-])/C(=N/[N+]#N)/C(=[N+]\2/N=CN=C2)/C(=C1[N+](=O)[O-])[N-][N+]#N
MERMOO,3889,[O-][N+](=O)c1c(n2cncn2)c(n2cncn2)c(c(c1N)[N+](=O)[O-])N
MERVEN,3785,[O-][N+](=O)c1c(N)c(n2cncn2)c(c(c1N)[N+](=O)[O-])N
METNAM01,4536,CN([N+](=O)[O-])C
MEWLIL,2340,C=CCn1c(=O)[nH]c2c1ccc(c2)[N+](=O)[O-]
MEWSAK,6432,[O-][N+](=O)C(CO[N+](=O)[O-])CO[N+](=O)[O-]
MEWTUF,1781,OC[C@@]1(CN(C[C@@H]1c1ccc(cc1)OC)C)[N+](=O)[O-]
MICMAM,3544,CCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
MICMEQ,3174,CCCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
MICMIU,2841,CCCCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
MIFWOO,1950,O=C1Nc2n[nH]c(c2[C@@H](C1)c1ccc(cc1)[N+](=O)[O-])C
MIMPOQ,3147,[O-][N+](=O)C[C@H]1ON=C(C1)c1ccccc1
MIMYUF,1809,N#Cc1c(N)nc2c(c1c1ccc(cc1)[N+](=O)[O-])ccc1c2cccc1
MINHAV,5887,[O-][N+](=O)Nc1nnc2n(n1)cnn2
MINPAB,1840,Cc1ccc(c(c1)C)/N=C/c1ccccc1[N+](=O)[O-]
MINPEF,1731,Cc1ccc(c(c1)C)/N=C/c1cccc(c1)[N+](=O)[O-]
MIQNOP,2785,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@@H]1C[C@H]2C[C@@H]1c1c2cccc1
MIYDII,2521,OC(=O)[C@@H]1CCCN/C(=N/[N+](=O)[O-])/N1
MNABTZ10,2834,C[n+]1nc([N-]c2ccccc2[N+](=O)[O-])c2c(n1)cccc2
MNETAM01,3503,CN(/C=C/[N+](=O)[O-])C
MNHCHA,3712,[O-][N+](=O)[C@@]12C[C@@H]1[C@]1(C[C@H]1C[C@@]2(O)C(=O)O)[N+](=O)[O-]
MNIANL05,3009,Nc1cccc(c1)[N+](=O)[O-]
MNIMET,2760,OCCn1c(C)ncc1[N+](=O)[O-]
MNIPZN,2301,Cc1ccc(c(c1)[N+](=O)[O-])N/N=C/1\C(=O)C=Cc2c1cccc2
MNPMAL01,2558,O=C(Nc1cccc(c1)[N+](=O)[O-])/C=C\C(=O)O
MNQUON10,3151,COc1cc([N+](=O)[O-])c2c(c1=O)ccc[nH]2
MOCJUK01,5636,[O-][N+](=O)c1cc(cc(c1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
MODPOL,3436,[O-][N+](=O)c1cc(ccc1C)c1nnn[nH]1
MOHZEQ,2162,Cc1ccc(cc1)N/N=C\1/C(=NN(C1=O)c1cccc(c1)[N+](=O)[O-])C
MOKLAA,1938,CNC(=O)Oc1cc(ccc1OC(C)C)[N+](=O)[O-]
MOLFID,1448,O=C1C=CC(=C/C/1=C/NCCN1CCCCC1)[N+](=O)[O-]
MOMHAZ,2496,[O-][N+](=O)c1ccc(cc1)c1nnn2c1COCc1c2cccc1
MONLAE,2230,[O-][N+](=O)c1ccc(cc1)/N=C/1\OC(=O)c2c3c1cccc3ccc2
MOPHIK,2463,O=C(c1cc(cn1C)[N+](=O)[O-])N/N=C/c1ccccc1
MOQNIQ,1602,[O-][N+](=O)C[C@@H]([C@@]1(N=C(C(=O)O1)C)c1ccccc1)c1ccccc1
MOSLUC,2365,COc1ccc(cc1)/N=C/c1cc(ccc1O)[N+](=O)[O-]
MOTJOU,3112,COc1ccc(cc1)N([N+](=O)[O-])C
MOZLUJ,1884,CCCNC(=O)c1ccccc1[N+](=O)[O-]
MTNANL,5840,CN(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
MTNOAN10,4525,CC(=O)N(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])C
MUBGUM,2038,O=C1C=CC(=C/C/1=C/NCCN1CCOCC1)[N+](=O)[O-]
MUBKEA,2366,O=C([C@H]1O[C@H]1c1ccc(cc1)[N+](=O)[O-])Nc1ccccc1
MUBROR,2185,[O-][N+](=O)c1ccc(cc1)COc1ccc2c(c1)cccn2
MUCGUN,3284,O=C(c1ccc(cc1)[N+](=O)[O-])NNC(=O)c1ccc(cc1)[N+](=O)[O-]
MUDWEO01,2710,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1Nc1ccccc1)Nc1ccccc1
MUDYOA,2584,Oc1ccc(c(c1)O)/C=N/Nc1ccc(cc1)[N+](=O)[O-]
MUFJOO,3399,O=Cc1c(ccc2c1cccc2)Oc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
MUFKUV,3457,[O-][N+](=O)c1cc(ccc1Oc1ccc2c(c1)cccc2)[N+](=O)[O-]
MUGNUX01,4484,[O-][N+](=O)N1[C@@H]2O[C@H]3O[C@@H]2N([C@H]2[C@@H]1O[C@@H]3O2)[N+](=O)[O-]
MUGSEM,1803,O=C1Cc2ccccc2[C@H](N1)c1ccc(cc1)[N+](=O)[O-]
MUGTAJ,1794,O=C1Cc2ccccc2[C@H](N1)c1cccc(c1)[N+](=O)[O-]
