smiles,BDE_pred,D_pred
O=c1n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2C=N[N+](=O)[O-])n1N[N+](=O)[O-],127,8465
O=c1n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2C=N[N+](=O)[O-])n1N[N+](=O)[O-],127,8465
Nc1nc([N+](=O)[O-])c2c(nnn2N[N+](=O)[O-])c1[N+](=O)[O-],193,8464
Nc1c([N+](=O)[O-])c(=O)n(N[N+](=O)[O-])c2nnnn12,175,8464
O=[N+]([O-])N=Cc1nc2nnc([N+](=O)[O-])n2c([N+](=O)[O-])c1[N+](=O)[O-],172,8464
O=c1n(N[N+](=O)[O-])cc([N+](=O)[O-])c2nnc([N+](=O)[O-])n12,161,8464
Nc1nn2c([N+](=O)[O-])c(N[N+](=O)[O-])nnc2c1[N+](=O)[O-],147,8464
Nn1c([N+](=O)[O-])nc2nc([N+](=O)[O-])nc([N+](=O)[O-])c21,242,8463
O=c1c2[nH]c([N+](=O)[O-])nc2nc([N+](=O)[O-])n1[N+](=O)[O-],192,8463
Nc1nc2n([N+](=O)[O-])c(=O)c([N+](=O)[O-])c([N+](=O)[O-])n2n1,174,8463
O=[N+]([O-])NC1=C([N+](=O)[O-])NC([N+](=O)[O-])=C(N[N+](=O)[O-])C1=C1N=NN=N1,143,8463
O=[N+]([O-])NC1=C([N+](=O)[O-])C(=C2N=NN=N2)C(N[N+](=O)[O-])=C([N+](=O)[O-])N1,136,8463
O=c1[nH]c([N+](=O)[O-])nc2nc([N+](=O)[O-])n([N+](=O)[O-])c12,206,8462
Nn1c([N+](=O)[O-])nc2c(c1=NN[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2[N+](=O)[O-],139,8462
O=c1n([N+](=O)[O-])c([N+](=O)[O-])nc2nc(C=N[N+](=O)[O-])nn12,123,8462
O=[N+]([O-])N=CC1=C([N+](=O)[O-])N(N[N+](=O)[O-])C([N+](=O)[O-])=C([N+](=O)[O-])C1=C1N=NN=N1,133,8461
O=[N+]([O-])Nc1nc2[nH]c([N+](=O)[O-])nc([N+](=O)[O-])c-2n1,132,8461
O=[N+]([O-])Nc1nonc1C1=NOC(c2nonc2[N+](=O)[O-])=NO1,129,8461
O=[N+]([O-])N=CN=c1c2ncn([N+](=O)[O-])c2nc([N+](=O)[O-])n1[N+](=O)[O-],123,8461
Nc1c([N+](=O)[O-])nc(N[N+](=O)[O-])c2nnn(N[N+](=O)[O-])c12,121,8461
NN=c1c2nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])n1[N+](=O)[O-],160,8460
Nn1c(=O)c([N+](=O)[O-])c([N+](=O)[O-])n2nc(N[N+](=O)[O-])nc12,127,8460
O=c1c2nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])n1N[N+](=O)[O-],120,8460
O=c1[nH]c(=O)n([N+](=O)[O-])c2c1c([N+](=O)[O-])nn2[N+](=O)[O-],159,8459
O=c1nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c12,153,8459
NN=c1[nH]c(=O)n(N[N+](=O)[O-])c2c1nc([N+](=O)[O-])n2[N+](=O)[O-],151,8459
Nn1c2nc([N+](=O)[O-])nc-2c(N[N+](=O)[O-])nc1[N+](=O)[O-],146,8459
Nn1c(=O)n(N[N+](=O)[O-])c(=O)c2nc([N+](=O)[O-])n([N+](=O)[O-])c21,143,8459
Nc1nn2c([N+](=O)[O-])nnc2c(N[N+](=O)[O-])c1[N+](=O)[O-],130,8459
O=[N+]([O-])NN=c1c2ncnc([N+](=O)[O-])c2nc([N+](=O)[O-])n1N[N+](=O)[O-],130,8459
O=c1n(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2n1N[N+](=O)[O-],125,8459
O=c1n(C=N[N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n(C=N[N+](=O)[O-])c(=N[N+](=O)[O-])c2n1[N+](=O)[O-],122,8459
O=[N+]([O-])c1cn2c([N+](=O)[O-])nnc2nc1[N+](=O)[O-],240,8458
Nn1nc([N+](=O)[O-])c2c([N+](=O)[O-])c3c([N+](=O)[O-])nn([N+](=O)[O-])c3nc21,226,8458
Nn1c([N+](=O)[O-])nc2c(c1=O)n([N+](=O)[O-])c(=O)n2[N+](=O)[O-],151,8458
O=[N+]([O-])N=Cn1nc([N+](=O)[O-])c2c1c([N+](=O)[O-])nn2C=N[N+](=O)[O-],144,8458
NN=c1c2c(nc([N+](=O)[O-])n2C=N[N+](=O)[O-])n([N+](=O)[O-])c(=O)n1[N+](=O)[O-],122,8458
NN=c1c2c(nc([N+](=O)[O-])n2C=N[N+](=O)[O-])n([N+](=O)[O-])c(=O)n1[N+](=O)[O-],122,8458
Nn1nc([N+](=O)[O-])c2c([N+](=O)[O-])nn(N)c21,269,8457
O=[N+]([O-])c1nc([N+](=O)[O-])c2[nH]c([N+](=O)[O-])nc2n1,216,8457
O=c1n(N[N+](=O)[O-])c(=O)n2c3c([N+](=O)[O-])n[nH]c3nc([N+](=O)[O-])n12,154,8457
O=[N+]([O-])Nc1nnc2c([N+](=O)[O-])cnn2c1[N+](=O)[O-],124,8457
O=[N+]([O-])N=Cc1c([N+](=O)[O-])nc([N+](=O)[O-])c2c1nnn2N[N+](=O)[O-],121,8457
Nc1nn(N)c2nnc3n([N+](=O)[O-])nc([N+](=O)[O-])n1-n23,257,8456
Nc1nn2c([N+](=O)[O-])nc([N+](=O)[O-])c2o1,250,8456
Nc1nnn2nc(N[N+](=O)[O-])c([N+](=O)[O-])nc12,149,8456
O=[N+]([O-])Nn1c2nc([N+](=O)[O-])nc-2cnc1[N+](=O)[O-],132,8456
O=c1n(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c(=N[N+](=O)[O-])c2n1C=N[N+](=O)[O-],123,8456
Nn1nc([N+](=O)[O-])c2n[nH]nc2c1=NN[N+](=O)[O-],194,8455
O=c1[nH]c(=O)n([N+](=O)[O-])c2c1nc([N+](=O)[O-])n2[N+](=O)[O-],161,8455
O=c1c2cnn([N+](=O)[O-])c2nc([N+](=O)[O-])n1[N+](=O)[O-],138,8455
O=c1n([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c2nnc(C=N[N+](=O)[O-])n12,135,8455
O=c1c2c(c([N+](=O)[O-])nn2[N+](=O)[O-])n(C=N[N+](=O)[O-])c(=O)n1[N+](=O)[O-],129,8455
O=[N+]([O-])N=CN1C([N+](=O)[O-])=C(N[N+](=O)[O-])C(=C2N=NN=N2)C([N+](=O)[O-])=C1[N+](=O)[O-],125,8455
O=c1[nH]c2c(=N[N+](=O)[O-])n([N+](=O)[O-])c([N+](=O)[O-])nc2n1C=N[N+](=O)[O-],121,8455
O=[N+]([O-])c1nn2c([N+](=O)[O-])cnnc2c1[N+](=O)[O-],270,8454
O=[N+]([O-])c1nc2c(nc([N+](=O)[O-])n3c([N+](=O)[O-])c([N+](=O)[O-])nc23)[nH]1,232,8454
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])nc2c1nc([N+](=O)[O-])n2[N+](=O)[O-],131,8454
Nn1c([N+](=O)[O-])nc2c(c1=NN[N+](=O)[O-])n([N+](=O)[O-])c(=O)n2N[N+](=O)[O-],130,8454
O=c1n([N+](=O)[O-])c([N+](=O)[O-])c(C=N[N+](=O)[O-])c2nnc([N+](=O)[O-])n12,130,8454
Nn1nc([N+](=O)[O-])c2c([N+](=O)[O-])c(N[N+](=O)[O-])nn2c1=O,128,8454
NC1=C([N+](=O)[O-])C(=C2N=NN=N2)C(N[N+](=O)[O-])=C([N+](=O)[O-])N1[N+](=O)[O-],122,8454
Nn1nc(N[N+](=O)[O-])n2c([N+](=O)[O-])n[nH]c3nnc1n3-2,178,8453
O=c1c2c([N+](=O)[O-])ncn2nc([N+](=O)[O-])n1[N+](=O)[O-],172,8453
O=c1[nH]c([N+](=O)[O-])nc2c1nc(N[N+](=O)[O-])n2[N+](=O)[O-],127,8453
Nc1nc(N[N+](=O)[O-])n([N+](=O)[O-])c2nc(N[N+](=O)[O-])nc1-2,120,8453
O=c1n(C=N[N+](=O)[O-])c(=N[N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n([N+](=O)[O-])c2n1C=N[N+](=O)[O-],125,8452
O=c1c2[nH]nc([N+](=O)[O-])c2nc([N+](=O)[O-])n1N[N+](=O)[O-],150,8451
O=[N+]([O-])N=Cc1nc2nc([N+](=O)[O-])nc([N+](=O)[O-])n2c1[N+](=O)[O-],149,8451
O=c1c2c(nnn1C=N[N+](=O)[O-])c([N+](=O)[O-])nn2[N+](=O)[O-],138,8451
Nc1nn2c(=O)n([N+](=O)[O-])nc([N+](=O)[O-])c2c1[N+](=O)[O-],203,8450
O=[N+]([O-])N=Cn1c([N+](=O)[O-])nc2c(nc([N+](=O)[O-])n2C=N[N+](=O)[O-])c1=NN[N+](=O)[O-],139,8450
Nc1nn([N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c(=O)c12,120,8450
Nn1c([N+](=O)[O-])nc(=O)c2c1nc([N+](=O)[O-])n2[N+](=O)[O-],231,8449
O=c1ncn([N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c12,169,8449
O=[N+]([O-])N=Cc1c([N+](=O)[O-])nc2nc([N+](=O)[O-])nc([N+](=O)[O-])n12,155,8449
Nn1nc([N+](=O)[O-])c2c(C=N[N+](=O)[O-])nn([N+](=O)[O-])c21,136,8449
O=c1[nH]c([N+](=O)[O-])nc2c1n([N+](=O)[O-])c(=O)n2[N+](=O)[O-],126,8449
O=c1nc([N+](=O)[O-])n([N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n([N+](=O)[O-])c12,128,8448
O=[N+]([O-])N=Cc1nn2c([N+](=O)[O-])nnc2c([N+](=O)[O-])c1[N+](=O)[O-],194,8447
NN=c1[nH]c(=O)n([N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c12,173,8447
NN=c1[nH]c(=O)n([N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c12,173,8447
Nc1nc([N+](=O)[O-])c([N+](=O)[O-])c2c1nnn2N[N+](=O)[O-],158,8447
Nn1c(N[N+](=O)[O-])nc([N+](=O)[O-])c2nc([N+](=O)[O-])nc1-2,144,8447
Nn1nc([N+](=O)[O-])c2nc(N[N+](=O)[O-])nc([N+](=O)[O-])c21,126,8447
NC1=C([N+](=O)[O-])N([N+](=O)[O-])C([N+](=O)[O-])=C(N[N+](=O)[O-])C1=C1N=NN=N1,120,8447
Nn1c([N+](=O)[O-])nc2c1c(=O)nc([N+](=O)[O-])n2[N+](=O)[O-],218,8446
O=[N+]([O-])c1nn([N+](=O)[O-])c2nc3c(cc12)c([N+](=O)[O-])nn3[N+](=O)[O-],183,8446
O=[N+]([O-])N=Cc1c([N+](=O)[O-])c([N+](=O)[O-])nc2nnc([N+](=O)[O-])n12,177,8446
O=c1c2cnc([N+](=O)[O-])n2nc([N+](=O)[O-])n1[N+](=O)[O-],158,8446
O=c1n([N+](=O)[O-])c([N+](=O)[O-])cc2nnc([N+](=O)[O-])n12,158,8446
Nc1c([N+](=O)[O-])c(N[N+](=O)[O-])c2nnnn2c1[N+](=O)[O-],153,8446
O=[N+]([O-])N=CN1C([N+](=O)[O-])=C([N+](=O)[O-])C(=C2N=NN=N2)C([N+](=O)[O-])=C1[N+](=O)[O-],135,8446
O=c1nc2c(nc([N+](=O)[O-])n2[N+](=O)[O-])nn1C=N[N+](=O)[O-],132,8446
O=c1c2c(nc([N+](=O)[O-])n1[N+](=O)[O-])c([N+](=O)[O-])nn2C=N[N+](=O)[O-],122,8446
O=[N+]([O-])c1nn2cnnc2c([N+](=O)[O-])c1[N+](=O)[O-],212,8445
O=[N+]([O-])N=Cc1c([N+](=O)[O-])nnc2c([N+](=O)[O-])c([N+](=O)[O-])nn12,205,8445
O=[N+]([O-])N=Cc1nn([N+](=O)[O-])c2nnc3n(C=N[N+](=O)[O-])nc([N+](=O)[O-])n1-n32,151,8445
O=c1c2c([N+](=O)[O-])nn([N+](=O)[O-])c2ncn1[N+](=O)[O-],151,8445
O=c1c2nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])n1[N+](=O)[O-],149,8445
O=c1c2ncn([N+](=O)[O-])c2nc([N+](=O)[O-])n1[N+](=O)[O-],148,8445
O=c1n([N+](=O)[O-])c([N+](=O)[O-])nc2c(C=N[N+](=O)[O-])nc([N+](=O)[O-])n12,146,8445
O=c1c2c([N+](=O)[O-])n[nH]c2n(N[N+](=O)[O-])c(=O)n1N[N+](=O)[O-],129,8445
O=c1c2c([N+](=O)[O-])nn([N+](=O)[O-])c2nc2[nH]c([N+](=O)[O-])c([N+](=O)[O-])n12,212,8444
O=[N+]([O-])c1nn([N+](=O)[O-])c2nnncc12,185,8444
Nc1c(C=N[N+](=O)[O-])nn2c([N+](=O)[O-])nn([N+](=O)[O-])c12,165,8444
O=[N+]([O-])Nc1nc2nc3nonc3nc2n1[N+](=O)[O-],135,8444
O=c1n(C=N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n1N[N+](=O)[O-],125,8444
O=c1n(C=N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n1N[N+](=O)[O-],125,8444
O=c1n(C=N[N+](=O)[O-])c2c(=N[N+](=O)[O-])n(C=N[N+](=O)[O-])c(C=N[N+](=O)[O-])nc2n1[N+](=O)[O-],122,8444
Nn1nc2nc([N+](=O)[O-])nc(N[N+](=O)[O-])c2c1[N+](=O)[O-],121,8444
O=c1ncnc2n([N+](=O)[O-])c([N+](=O)[O-])nn12,190,8443
O=[N+]([O-])N=Cc1nc2c([N+](=O)[O-])nnn2nc1[N+](=O)[O-],186,8443
O=[N+]([O-])N=Cc1c([N+](=O)[O-])n(N[N+](=O)[O-])c2nc([N+](=O)[O-])n3nnnc3c12,124,8443
NN=c1c2nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c2n([N+](=O)[O-])c(=O)n1[N+](=O)[O-],120,8443
O=[N+]([O-])c1nc2c3ncn([N+](=O)[O-])c3nc([N+](=O)[O-])n2c1[N+](=O)[O-],210,8442
NN=c1c2c(nc([N+](=O)[O-])n1[N+](=O)[O-])n([N+](=O)[O-])c(=O)n2N,193,8442
Nn1c(=O)n([N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c(=O)c21,177,8442
Nc1c([N+](=O)[O-])n(N[N+](=O)[O-])c2nc([N+](=O)[O-])n3nnnc3c12,161,8442
Nc1nnc2c([N+](=O)[O-])c([N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n12,139,8442
O=[N+]([O-])c1ncn2c([N+](=O)[O-])c([N+](=O)[O-])nc2n1,215,8441
O=c1c(C=N[N+](=O)[O-])c([N+](=O)[O-])n2nc([N+](=O)[O-])nc2n1[N+](=O)[O-],154,8441
O=[N+]([O-])Nn1cnc2c1nc([N+](=O)[O-])n1c([N+](=O)[O-])c([N+](=O)[O-])nc21,146,8441
Nc1nc([N+](=O)[O-])nc2c1nc([N+](=O)[O-])n2N[N+](=O)[O-],143,8441
O=[N+]([O-])Nc1nc([N+](=O)[O-])c([N+](=O)[O-])c2[nH]nnc12,140,8441
O=c1c2[nH]nc([N+](=O)[O-])c2n(N[N+](=O)[O-])c(=O)n1N[N+](=O)[O-],139,8441
Nn1c([N+](=O)[O-])c([N+](=O)[O-])c(=O)n2nc(N[N+](=O)[O-])nc12,131,8441
O=[N+]([O-])Nc1[nH]c2nc([N+](=O)[O-])n3nnnc3c2c1[N+](=O)[O-],131,8441
O=c1c2nn(C=N[N+](=O)[O-])c([N+](=O)[O-])c2c([N+](=O)[O-])nn1[N+](=O)[O-],131,8441
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])c([N+](=O)[O-])c2c1nnn2[N+](=O)[O-],130,8441
O=c1[nH]c2nc([N+](=O)[O-])nn2c(N[N+](=O)[O-])c1[N+](=O)[O-],123,8441
Nc1nn([N+](=O)[O-])c2c1c([N+](=O)[O-])nn2N,217,8440
Nn1nc([N+](=O)[O-])n2nc([N+](=O)[O-])c(C=N[N+](=O)[O-])c12,213,8440
O=c1cc([N+](=O)[O-])n2nc([N+](=O)[O-])nc2n1[N+](=O)[O-],189,8440
O=[N+]([O-])N=Cc1c([N+](=O)[O-])c([N+](=O)[O-])nn2c([N+](=O)[O-])nnc12,170,8440
O=c1c2c([N+](=O)[O-])nn([N+](=O)[O-])c2n([N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],135,8440
Nc1nc2nnc([N+](=O)[O-])n2c(N[N+](=O)[O-])c1[N+](=O)[O-],148,8439
Nn1c([N+](=O)[O-])c(N[N+](=O)[O-])c(=O)n2nc([N+](=O)[O-])nc12,129,8439
O=c1n([N+](=O)[O-])c(C=N[N+](=O)[O-])nc2nc([N+](=O)[O-])nn12,123,8439
O=[N+]([O-])c1cn2nc([N+](=O)[O-])c([N+](=O)[O-])c2nn1,238,8438
O=c1c([N+](=O)[O-])c([N+](=O)[O-])nc2[nH]nc([N+](=O)[O-])n12,236,8438
O=c1c([N+](=O)[O-])cnc2n([N+](=O)[O-])nc([N+](=O)[O-])n12,213,8438
O=c1c2nc([N+](=O)[O-])[nH]c2nc([N+](=O)[O-])n1[N+](=O)[O-],204,8438
Nc1c2c([N+](=O)[O-])nn([N+](=O)[O-])c2nc2c1c([N+](=O)[O-])nn2[N+](=O)[O-],195,8438
O=[N+]([O-])N=Cc1nc2nc([N+](=O)[O-])nn2c([N+](=O)[O-])c1[N+](=O)[O-],178,8438
Nn1c([N+](=O)[O-])nc2c1nc([N+](=O)[O-])n1c([N+](=O)[O-])c([N+](=O)[O-])nc21,254,8437
Nc1c([N+](=O)[O-])c(N[N+](=O)[O-])n2nnnc2c1[N+](=O)[O-],152,8437
Nn1c(=O)n(N[N+](=O)[O-])c2c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c([N+](=O)[O-])nc21,144,8437
O=[N+]([O-])Nc1c2c([N+](=O)[O-])n[nH]c2nc2c1c([N+](=O)[O-])nn2[N+](=O)[O-],124,8437
O=c1[nH]c(=O)n(N[N+](=O)[O-])c2c1n(N[N+](=O)[O-])c(=O)n2[N+](=O)[O-],123,8437
O=[N+]([O-])Nc1nnc2cc([N+](=O)[O-])c([N+](=O)[O-])nn12,120,8437
Nn1ncn2c([N+](=O)[O-])nn([N+](=O)[O-])c3nnc1n3-2,258,8436
O=[N+]([O-])c1nc2c([N+](=O)[O-])cnc([N+](=O)[O-])n2n1,238,8436
O=[N+]([O-])c1ncnc2nc([N+](=O)[O-])n([N+](=O)[O-])c12,158,8436
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])c2nnn([N+](=O)[O-])c2c1[N+](=O)[O-],145,8436
Nc1nc(N[N+](=O)[O-])n2c([N+](=O)[O-])nnc2c1[N+](=O)[O-],138,8436
O=[N+]([O-])N=Cn1c([N+](=O)[O-])nc2c(nc([N+](=O)[O-])n2C=N[N+](=O)[O-])c1=N[N+](=O)[O-],136,8436
Nn1nc2nc(N[N+](=O)[O-])nc([N+](=O)[O-])c2c1[N+](=O)[O-],123,8436
O=[N+]([O-])c1nc2cnnn2nc1[N+](=O)[O-],267,8435
Nc1nc2c([N+](=O)[O-])nnn2nc1[N+](=O)[O-],258,8435
NN=c1[nH]c([N+](=O)[O-])nc2c1nc([N+](=O)[O-])n2[N+](=O)[O-],232,8435
Nn1nc([N+](=O)[O-])n2c(C=N[N+](=O)[O-])nn([N+](=O)[O-])c3nnc1n3-2,210,8435
Nc1nc2c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c([N+](=O)[O-])nc2n1[N+](=O)[O-],127,8435
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c2n1,126,8435
Nn1c(=NN[N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n([N+](=O)[O-])c2n(N[N+](=O)[O-])c1=O,121,8435
Nc1nc(N[N+](=O)[O-])n2nc([N+](=O)[O-])nc2c1[N+](=O)[O-],140,8434
O=c1c2c(C=N[N+](=O)[O-])nc([N+](=O)[O-])n2nc([N+](=O)[O-])n1[N+](=O)[O-],137,8434
O=c1n(N[N+](=O)[O-])c([N+](=O)[O-])cc2nnc([N+](=O)[O-])n12,133,8434
O=c1n([N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2nc([N+](=O)[O-])[nH]c2n1[N+](=O)[O-],124,8434
O=c1n(C=N[N+](=O)[O-])c2c(=NC=N[N+](=O)[O-])n([N+](=O)[O-])c([N+](=O)[O-])nc2n1[N+](=O)[O-],120,8434
Nn1c(=O)n2c([N+](=O)[O-])nc3c(c([N+](=O)[O-])nn3[N+](=O)[O-])n2c1=O,219,8433
Nc1nc2nc([N+](=O)[O-])nc([N+](=O)[O-])n2n1,209,8433
O=c1n([N+](=O)[O-])nc([N+](=O)[O-])c2nc([N+](=O)[O-])cn12,202,8433
O=[N+]([O-])N=CN=c1c2nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])n1[N+](=O)[O-],134,8433
Nn1nc([N+](=O)[O-])c2c1nnn1c(N[N+](=O)[O-])c([N+](=O)[O-])nc21,131,8433
O=[N+]([O-])Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c2nnnn12,120,8433
Nc1nn2c([N+](=O)[O-])nc([N+](=O)[O-])c2c(=O)n1[N+](=O)[O-],202,8432
O=c1[nH]c(=NC=N[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n1[N+](=O)[O-],134,8432
O=c1[nH]c(=NC=N[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n1[N+](=O)[O-],134,8432
O=[N+]([O-])N=Cc1nc2c(nc([N+](=O)[O-])n3c(N[N+](=O)[O-])c([N+](=O)[O-])nc23)n1[N+](=O)[O-],120,8432
O=[N+]([O-])c1nnc2c([N+](=O)[O-])cnn2c1[N+](=O)[O-],253,8431
O=c1c(C=N[N+](=O)[O-])c([N+](=O)[O-])n2c([N+](=O)[O-])nnc2n1[N+](=O)[O-],147,8431
O=[N+]([O-])N=Cc1nc2c(=NN[N+](=O)[O-])n(C=N[N+](=O)[O-])c([N+](=O)[O-])nc2n1[N+](=O)[O-],133,8431
NN1C=C([N+](=O)[O-])C(=C2N=NN=N2)C(N[N+](=O)[O-])=C1N[N+](=O)[O-],121,8431
Nc1c([N+](=O)[O-])nc2nnn([N+](=O)[O-])c2c1[N+](=O)[O-],203,8430
NN1c2nonc2N(C=N[N+](=O)[O-])c2nonc21,174,8430
Nc1c([N+](=O)[O-])c2c(nc([N+](=O)[O-])n3nnnc23)n1N[N+](=O)[O-],161,8430
O=c1[nH]nc([N+](=O)[O-])c2nc(N[N+](=O)[O-])c([N+](=O)[O-])n12,120,8430
O=c1nc2c(n[nH]1)nc([N+](=O)[O-])n2[N+](=O)[O-],223,8429
Nn1c([N+](=O)[O-])nc2c(=O)n([N+](=O)[O-])c([N+](=O)[O-])nc21,220,8429
Nc1cnn2c([N+](=O)[O-])nn([N+](=O)[O-])c12,211,8429
Nc1nnc2c(n1)c([N+](=O)[O-])nn2[N+](=O)[O-],193,8429
O=c1c2c([N+](=O)[O-])nn([N+](=O)[O-])c2nc2n([N+](=O)[O-])c(C=N[N+](=O)[O-])c([N+](=O)[O-])n12,159,8429
Nn1c(=O)n(N[N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c21,143,8429
Nn1c([N+](=O)[O-])nn2c(=O)c([N+](=O)[O-])c([N+](=O)[O-])nc12,259,8428
Nc1nc2n([N+](=O)[O-])nc([N+](=O)[O-])c(=O)n2n1,210,8428
O=[N+]([O-])NN=c1[nH]nc([N+](=O)[O-])c2n[nH]nc12,182,8428
NN=c1c2nc([N+](=O)[O-])n([N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n1[N+](=O)[O-],152,8428
Nn1c(=NC=N[N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c2n([N+](=O)[O-])c1=O,140,8428
O=c1nc(N[N+](=O)[O-])n([N+](=O)[O-])c2nc([N+](=O)[O-])[nH]c12,129,8428
O=c1[nH]c2nc(N[N+](=O)[O-])nn2c([N+](=O)[O-])c1[N+](=O)[O-],126,8428
Nn1c(N[N+](=O)[O-])nn2c(=O)c([N+](=O)[O-])c([N+](=O)[O-])nc12,122,8428
O=[N+]([O-])c1cc([N+](=O)[O-])c2nnnn2c1[N+](=O)[O-],277,8427
O=c1[nH]c([N+](=O)[O-])nc2nnn(N[N+](=O)[O-])c12,174,8427
O=c1n([N+](=O)[O-])nc(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])c([N+](=O)[O-])n12,154,8427
O=c1n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n1C=N[N+](=O)[O-],125,8427
O=c1n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n1C=N[N+](=O)[O-],125,8427
O=[N+]([O-])c1nc([N+](=O)[O-])c2nn[nH]c2c1[N+](=O)[O-],255,8426
Nc1c([N+](=O)[O-])nc2c(nnn2[N+](=O)[O-])c1[N+](=O)[O-],231,8426
Nn1c(=O)[nH]c2nc([N+](=O)[O-])n([N+](=O)[O-])c(=N[N+](=O)[O-])c21,181,8426
Nn1c(=O)c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n(N[N+](=O)[O-])c1=O,148,8426
O=c1c2c([N+](=O)[O-])nn([N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n1[N+](=O)[O-],139,8426
O=c1cc([N+](=O)[O-])n(N[N+](=O)[O-])c2nc([N+](=O)[O-])nn12,134,8426
Nc1nc2c(=NN[N+](=O)[O-])n([N+](=O)[O-])c([N+](=O)[O-])nc2[nH]1,163,8425
O=[N+]([O-])c1nnnc2c1cnn2[N+](=O)[O-],162,8425
Nc1c([N+](=O)[O-])c(=O)n(N[N+](=O)[O-])c2nnc([N+](=O)[O-])n12,157,8425
O=[N+]([O-])N=Cn1c([N+](=O)[O-])nc2nc([N+](=O)[O-])nc([N+](=O)[O-])c21,141,8425
Nc1nc(C=N[N+](=O)[O-])nc2c(=N[N+](=O)[O-])n([N+](=O)[O-])c([N+](=O)[O-])nc12,125,8425
Nn1c(=O)c2c(n(N[N+](=O)[O-])c1=O)n(N[N+](=O)[O-])c(=O)n2N[N+](=O)[O-],124,8425
O=c1c2c([N+](=O)[O-])n[nH]c2nc2n([N+](=O)[O-])c(N[N+](=O)[O-])c([N+](=O)[O-])n12,121,8425
O=[N+]([O-])c1nnc2[nH]nc([N+](=O)[O-])c2n1,241,8424
O=c1n([N+](=O)[O-])cc([N+](=O)[O-])c2nnc([N+](=O)[O-])n12,199,8424
Nc1nc2c(c([N+](=O)[O-])c([N+](=O)[O-])n2[N+](=O)[O-])c2nnnn12,191,8424
O=c1c2n[nH]nc2nc([N+](=O)[O-])n1[N+](=O)[O-],177,8424
Nn1c(=O)n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2c1nc([N+](=O)[O-])n2N[N+](=O)[O-],148,8424
